num_clusters,num_points,sw_time,hw_time
12,512,423.8333333333333,223.0
12,4096,3464.6666666666665,1196.8333333333333
12,32768,30925.166666666668,8609.0
12,262144,213527.16666666666,68235.5
12,2097152,1678213.1666666667,579464.0
