num_clusters,num_points,sw_time,hw_time
12,512,393.1666666666667,211.16666666666666
12,4096,3058.3333333333335,1195.3333333333333
12,32768,26958.833333333332,8752.166666666666
12,262144,192263.66666666666,69925.16666666667
12,2097152,1432143.0,547724.1666666666
