num_clusters,num_points,sw_time,hw_time
8,512,261.6666666666667,195.66666666666666
8,4096,2957.5,1116.3333333333333
8,32768,23468.333333333332,8332.5
8,262144,138441.16666666666,63595.166666666664
8,2097152,1142112.6666666667,535597.6666666666
