num_clusters,num_points,sw_time,hw_time
12,512,463.6666666666667,787.0
12,4096,4255.333333333333,6019.166666666667
12,32768,32053.833333333332,47199.0
12,262144,216460.16666666666,376845.6666666667
12,2097152,1695815.8333333333,3018506.1666666665
