num_clusters,num_points,sw_time,hw_time
4,512,206.33333333333334,631.0
4,4096,2478.1666666666665,4602.333333333333
4,32768,18317.666666666668,36167.666666666664
4,262144,107456.16666666667,288790.1666666667
4,2097152,814014.6666666666,2310276.8333333335
