num_clusters,num_points,sw_time,hw_time
8,512,360.8333333333333,716.5
8,4096,3004.0,5295.666666666667
8,32768,25060.0,41447.666666666664
8,262144,160239.66666666666,333265.8333333333
8,2097152,1254403.0,2658649.8333333335
