num_clusters,num_points,sw_time,hw_time
16,512,576.3333333333334,113.83333333333333
16,4096,4422.166666666667,362.0
16,32768,37398.0,2450.0
16,262144,271145.5,19395.666666666668
16,2097152,2154836.5,150297.33333333334
