num_clusters,num_points,sw_time,hw_time
8,512,327.1666666666667,95.5
8,4096,2520.6666666666665,212.33333333333334
8,32768,20248.166666666668,1169.1666666666667
8,262144,162822.66666666666,8975.333333333334
8,2097152,1264397.8333333333,69847.0
