num_clusters,num_points,sw_time,hw_time
4,512,225.16666666666666,139.83333333333334
4,4096,1757.1666666666667,610.8333333333334
4,32768,13969.666666666666,4334.0
4,262144,110483.83333333333,34249.666666666664
4,2097152,834838.8333333334,273540.8333333333
