4	512	2.2467	2.6203	2.2467	2.6203
4	512	1.9783	1.9103	1.9783	1.9103
4	512	1.3814	0.4496	1.3814	0.4496
4	512	1.6738	0.9683	1.6738	0.9683
4	1024	2.2302	2.6487	2.2302	2.6487
4	1024	1.9774	1.9061	1.9774	1.9061
4	1024	1.3954	0.4312	1.3954	0.4312
4	1024	1.6453	1.005	1.6453	1.005
4	2048	2.2083	2.6738	2.2083	2.6738
4	2048	1.9926	1.9067	1.9926	1.9067
4	2048	1.4204	0.3938	1.4204	0.3938
4	2048	1.5837	1.0723	1.5837	1.0723
4	4096	2.2321	2.6654	2.2321	2.6654
4	4096	1.9845	1.8958	1.9845	1.8958
4	4096	1.4145	0.4072	1.4145	0.4072
4	4096	1.5891	1.0619	1.5891	1.0619
4	8192	2.2171	2.6457	2.2171	2.6457
4	8192	1.9744	1.8993	1.9744	1.8993
4	8192	1.4307	0.3929	1.4307	0.3929
4	8192	1.576	1.0665	1.576	1.0665
4	16384	2.2077	2.6486	2.2077	2.6486
4	16384	1.9733	1.9023	1.9733	1.9023
4	16384	1.4338	0.3817	1.4338	0.3817
4	16384	1.5665	1.077	1.5665	1.077
4	32768	2.2078	2.6506	2.2078	2.6506
4	32768	1.9795	1.8992	1.9795	1.8992
4	32768	1.4375	0.3769	1.4375	0.3769
4	32768	1.5738	1.0691	1.5738	1.0691
4	65536	2.2046	2.6468	2.2046	2.6468
4	65536	1.9766	1.8981	1.9767	1.8981
4	65536	1.44	0.3741	1.44	0.3741
4	65536	1.5739	1.0679	1.5739	1.0679
8	512	2.2658	2.6186	2.2658	2.6186
8	512	2.1224	2.0393	2.1224	2.0393
8	512	1.195	0.7514	1.195	0.7514
8	512	1.3873	1.04	1.3873	1.04
8	512	0.7667	1.9257	0.7667	1.9257
8	512	1.8992	1.73	1.8992	1.73
8	512	1.7443	0.3228	1.7443	0.3228
8	512	2.0195	1.1018	2.0195	1.1018
8	1024	2.2606	2.6475	2.2606	2.6475
8	1024	2.1727	2.0097	2.1727	2.0097
8	1024	1.2114	0.712	1.2114	0.712
8	1024	1.4266	0.9849	1.4266	0.9849
8	1024	0.8109	1.9651	0.8109	1.9651
8	1024	1.9077	1.7294	1.9077	1.7294
8	1024	1.7555	0.3239	1.7555	0.3239
8	1024	1.978	1.114	1.978	1.114
8	2048	2.2314	2.6731	2.2314	2.6731
8	2048	2.1849	2.0081	2.1849	2.0081
8	2048	1.2112	0.6713	1.2112	0.6713
8	2048	1.4314	0.9931	1.4314	0.9931
8	2048	0.8079	1.9565	0.8079	1.9565
8	2048	1.8817	1.7333	1.8817	1.7333
8	2048	1.7535	0.3143	1.7535	0.3143
8	2048	1.9488	1.126	1.9488	1.126
8	4096	2.2461	2.6649	2.2461	2.6649
8	4096	2.2074	1.9989	2.2074	1.9989
8	4096	1.2139	0.6736	1.2139	0.6736
8	4096	1.4271	1.0156	1.4271	1.0156
8	4096	0.8051	1.9507	0.8051	1.9507
8	4096	1.8608	1.7394	1.8608	1.7394
8	4096	1.7664	0.3252	1.7664	0.3252
8	4096	1.9749	1.1215	1.9749	1.1215
8	8192	2.24	2.6447	2.24	2.6447
8	8192	2.1972	2.0022	2.1972	2.0022
8	8192	1.2173	0.6819	1.2173	0.6819
8	8192	1.4223	1.0178	1.4223	1.0178
8	8192	0.7999	1.9702	0.7999	1.9702
8	8192	1.8644	1.7335	1.8644	1.7335
8	8192	1.7706	0.3192	1.7706	0.3192
8	8192	1.9702	1.1317	1.9702	1.1317
8	16384	2.2328	2.6477	2.2328	2.6477
8	16384	2.1886	2.0091	2.1886	2.0091
8	16384	1.2215	0.6754	1.2215	0.6754
8	16384	1.4228	1.0261	1.4228	1.0261
8	16384	0.8006	1.967	0.8006	1.967
8	16384	1.856	1.7341	1.856	1.7341
8	16384	1.7676	0.3147	1.7676	0.3147
8	16384	1.9609	1.146	1.9609	1.146
8	32768	2.2323	2.6497	2.2323	2.6497
8	32768	2.1893	2.0082	2.1893	2.0082
8	32768	1.2176	0.6758	1.2176	0.6758
8	32768	1.4296	1.0173	1.4296	1.0173
8	32768	0.8019	1.9609	0.8019	1.9609
8	32768	1.8606	1.735	1.8606	1.735
8	32768	1.7688	0.3122	1.7688	0.3122
8	32768	1.9678	1.1376	1.9678	1.1376
8	65536	2.2313	2.6456	2.2313	2.6456
8	65536	2.1901	2.0075	2.1901	2.0075
8	65536	1.22	0.6779	1.22	0.6779
8	65536	1.4303	1.0153	1.4303	1.0153
8	65536	0.8007	1.9654	0.8007	1.9654
8	65536	1.8555	1.7359	1.8555	1.7359
8	65536	1.7659	0.311	1.7659	0.311
8	65536	1.9715	1.1347	1.9715	1.1347
12	512	2.2234	2.4426	2.2234	2.4426
12	512	2.1249	2.0395	2.1249	2.0395
12	512	1.1546	0.8925	1.1546	0.8925
12	512	1.3659	1.0656	1.3659	1.0656
12	512	0.7667	1.9257	0.7667	1.9257
12	512	1.91	1.728	1.91	1.728
12	512	1.6406	0.1599	1.6406	0.1599
12	512	1.9268	1.2606	1.9268	1.2606
12	512	2.3535	2.9536	2.3535	2.9536
12	512	1.1817	0.5867	1.1817	0.5867
12	512	1.4283	0.4164	1.4283	0.4164
12	512	2.0632	0.5067	2.0632	0.5067
12	1024	2.2286	2.4514	2.2286	2.4514
12	1024	2.1739	2.0089	2.1739	2.0089
12	1024	1.1516	0.8778	1.1516	0.8778
12	1024	1.3871	1.038	1.3871	1.038
12	1024	0.8109	1.9651	0.8109	1.9651
12	1024	1.9028	1.7303	1.9028	1.7303
12	1024	1.6434	0.1378	1.6434	0.1378
12	1024	1.8987	1.2752	1.8987	1.2752
12	1024	2.317	2.9927	2.317	2.9927
12	1024	1.2025	0.6007	1.2025	0.6007
12	1024	1.4391	0.438	1.4391	0.438
12	1024	2.046	0.5157	2.046	0.5157
12	2048	2.1571	2.4814	2.1571	2.4814
12	2048	2.1849	2.0081	2.1849	2.0081
12	2048	1.1799	0.8524	1.1799	0.8524
12	2048	1.3862	1.044	1.3862	1.044
12	2048	0.808	1.9537	0.808	1.9537
12	2048	1.8817	1.7333	1.8817	1.7333
12	2048	1.6548	0.1309	1.6548	0.1309
12	2048	1.8621	1.2753	1.8621	1.2753
12	2048	2.3437	2.9619	2.3437	2.9619
12	2048	1.1798	0.5612	1.1798	0.5612
12	2048	1.4353	0.4273	1.4353	0.4273
12	2048	2.0263	0.5109	2.0263	0.5109
12	4096	2.1865	2.4737	2.1865	2.4737
12	4096	2.2074	1.9989	2.2074	1.9989
12	4096	1.195	0.8391	1.195	0.8391
12	4096	1.387	1.0608	1.387	1.0608
12	4096	0.8051	1.9507	0.8051	1.9507
12	4096	1.8608	1.7394	1.8608	1.7394
12	4096	1.648	0.1433	1.648	0.1433
12	4096	1.9078	1.2743	1.9078	1.2743
12	4096	2.3343	2.9539	2.3343	2.9539
12	4096	1.1854	0.5466	1.1854	0.5466
12	4096	1.4443	0.4437	1.4443	0.4437
12	4096	2.0355	0.5003	2.0355	0.5003
12	8192	2.1799	2.4702	2.1799	2.4702
12	8192	2.1972	2.0022	2.1972	2.0022
12	8192	1.1938	0.8406	1.1938	0.8406
12	8192	1.385	1.0602	1.385	1.0602
12	8192	0.8004	1.9708	0.8004	1.9708
12	8192	1.8647	1.7334	1.8647	1.7334
12	8192	1.6532	0.1406	1.6532	0.1406
12	8192	1.9138	1.2746	1.9138	1.2746
12	8192	2.3471	2.9552	2.3471	2.9552
12	8192	1.1955	0.5475	1.1955	0.5475
12	8192	1.4382	0.4374	1.4382	0.4374
12	8192	2.0311	0.4827	2.0311	0.4827
12	16384	2.1643	2.4761	2.1643	2.4761
12	16384	2.1886	2.0091	2.1886	2.0091
12	16384	1.2007	0.8365	1.2007	0.8365
12	16384	1.3904	1.0631	1.3904	1.0631
12	16384	0.8006	1.9673	0.8006	1.9673
12	16384	1.8563	1.734	1.8563	1.734
12	16384	1.6518	0.1367	1.6518	0.1367
12	16384	1.9098	1.2773	1.9098	1.2773
12	16384	2.3562	2.9551	2.3562	2.9551
12	16384	1.1939	0.5355	1.1939	0.5355
12	16384	1.4292	0.4287	1.4292	0.4287
12	16384	2.0319	0.4712	2.0319	0.4712
12	32768	2.1619	2.4717	2.1619	2.4717
12	32768	2.1893	2.0082	2.1893	2.0082
12	32768	1.1919	0.8339	1.1919	0.8339
12	32768	1.3927	1.0581	1.3927	1.0581
12	32768	0.8019	1.9609	0.8019	1.9609
12	32768	1.8605	1.7351	1.8605	1.7351
12	32768	1.6481	0.1382	1.6481	0.1382
12	32768	1.9118	1.2781	1.9118	1.2781
12	32768	2.356	2.9626	2.356	2.9626
12	32768	1.1961	0.5365	1.1961	0.5365
12	32768	1.4274	0.4239	1.4274	0.4239
12	32768	2.0351	0.4715	2.0351	0.4715
12	65536	2.1586	2.4704	2.1586	2.4704
12	65536	2.1901	2.0075	2.1901	2.0075
12	65536	1.1902	0.8366	1.1902	0.8366
12	65536	1.3938	1.0554	1.3938	1.0554
12	65536	0.8007	1.9654	0.8007	1.9654
12	65536	1.8555	1.7359	1.8555	1.7359
12	65536	1.6506	0.1356	1.6506	0.1356
12	65536	1.9149	1.2744	1.9149	1.2744
12	65536	2.3618	2.9597	2.3618	2.9597
12	65536	1.1993	0.5423	1.1993	0.5423
12	65536	1.427	0.4231	1.427	0.4231
12	65536	2.0333	0.4739	2.0333	0.4739
16	512	2.3705	2.3449	2.3705	2.3449
16	512	2.3973	1.9283	2.3973	1.9283
16	512	1.1779	0.8643	1.1779	0.8643
16	512	1.2508	1.0944	1.2508	1.0944
16	512	0.7712	1.9645	0.7712	1.9645
16	512	1.9554	1.6714	1.9554	1.6714
16	512	1.6406	0.1599	1.6406	0.1599
16	512	1.9515	1.2753	1.9515	1.2753
16	512	2.565	2.9227	2.565	2.9227
16	512	1.1817	0.5867	1.1817	0.5867
16	512	1.4283	0.4164	1.4283	0.4164
16	512	2.0676	0.5036	2.0676	0.5036
16	512	1.5543	1.0121	1.5543	1.0121
16	512	1.8345	2.8733	1.8345	2.8733
16	512	0.6614	1.2882	0.6614	1.2882
16	512	1.7035	2.176	1.7035	2.176
16	1024	2.3945	2.3569	2.3945	2.3569
16	1024	2.4212	1.903	2.4212	1.903
16	1024	1.17	0.8543	1.17	0.8543
16	1024	1.2629	1.1142	1.2629	1.1142
16	1024	0.8192	2.0095	0.8192	2.0095
16	1024	1.9454	1.6841	1.9454	1.6841
16	1024	1.6434	0.1378	1.6434	0.1378
16	1024	1.9183	1.2971	1.9183	1.2971
16	1024	2.5133	2.9652	2.5133	2.9652
16	1024	1.2025	0.6007	1.2025	0.6007
16	1024	1.4391	0.438	1.4391	0.438
16	1024	2.0499	0.5149	2.0499	0.5149
16	1024	1.5746	0.9533	1.5746	0.9533
16	1024	1.8684	2.8838	1.8684	2.8838
16	1024	0.651	1.3005	0.651	1.3005
16	1024	1.7079	2.1799	1.7079	2.1799
16	2048	2.4114	2.364	2.4114	2.364
16	2048	2.4165	1.9032	2.4165	1.9032
16	2048	1.2053	0.8219	1.2053	0.8219
16	2048	1.2302	1.1516	1.2302	1.1516
16	2048	0.8108	1.9885	0.8108	1.9885
16	2048	1.9243	1.6828	1.9243	1.6828
16	2048	1.6548	0.1309	1.6548	0.1309
