num_clusters,num_points,faiss_time_cpu,faiss_time_gpu,sklearn_time,num_clusters,num_points,sw_time,hw_time
4,512,421473.2669999819,4018.8629999988734,40573.90899998836,4,512,195.5,95.5
4,1024,36398.93200002575,3004.7920000129125,35348.593999998455,4,1024,383.5,107.5
4,2048,43098.0510000154,3540.5710000020463,34503.556999993634,4,2048,750.5,141.0
4,4096,80271.94399997484,4848.714999980075,40029.99100001148,4,4096,1505.5,208.0
4,8192,38365.27400000022,9463.017000001628,6003.7320000105865,4,8192,2998.5,342.0
4,16384,17253.869000001032,73452.71500000195,53842.44300000773,4,16384,5970.0,612.5
4,32768,56003.79000000544,8348.987000005081,49938.68400001134,4,32768,12710.5,1152.0
4,65536,214478.09900001856,3316.114000000425,48751.4170000054,4,65536,25296.5,2233.5
