num_clusters,num_points,faiss_time_cpu,faiss_time_gpu,sklearn_time,num_clusters,num_points,sw_time,hw_time
8,512,57727.40199998338,3140.151999986074,23751.80099997465,8,512,307.5,96.5
8,1024,62232.58999997938,2881.8199999989247,33186.28800002443,8,1024,604.0,109.0
8,2048,34295.91599999071,6683.194000004278,52686.93399997915,8,2048,1199.0,137.0
8,4096,76652.41600000171,6765.758000000233,9411.994000004142,8,4096,2381.0,210.0
8,8192,56519.28500000736,5642.469000008532,44804.24900000912,8,8192,4744.0,360.5
8,16384,64389.8820000004,5987.567999994781,11670.366999993576,8,16384,9494.0,631.0
8,32768,74856.40499999135,6791.781999993418,61784.01699997949,8,32768,18997.5,1197.0
8,65536,98383.59799999808,48325.98999999504,62752.67099999837,8,65536,38519.5,2321.0
