num_clusters,num_points,sw_time,hw_time
12,512,426.0,823.1666666666666
12,4096,3787.1666666666665,6037.5
12,32768,30129.5,48049.333333333336
12,262144,198682.33333333334,383897.8333333333
12,2097152,1555781.6666666667,3146008.1666666665
