num_clusters,num_points,sw_time,hw_time
4,512,206.16666666666666,652.5
4,4096,2190.0,4763.833333333333
4,32768,17635.0,37636.0
4,262144,101538.66666666667,301229.6666666667
4,2097152,754709.6666666666,2407891.1666666665
