num_clusters,num_points,sw_time,hw_time
16,512,644.0,891.6666666666666
16,4096,5331.833333333333,6749.166666666667
16,32768,35308.166666666664,53355.833333333336
16,262144,248004.83333333334,430600.8333333333
16,2097152,1941976.0,3436673.8333333335
